date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:18:58	3656/3656	---M--	200	added ('OK')	image/png	etag:%22116ff97aa4a1fd32db61a1726d84a5a6%22	https://assets.website-files.com/577411fe2de39fb074c865c5/57744a20724f563d3bbdd824_logo-4.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/577411fe2de39fb074c865c5/57744a20724f563d3bbdd824_logo-4.png	(from http://rs-resume-template.webflow.io/)
18:18:59	14403/14403	---M--	200	added ('OK')	image/png	etag:%22d0b903ba7bb729bd2fa138e3d70a8d1a%22	https://assets.website-files.com/577411fe2de39fb074c865c5/57744a09724f563d3bbdd81d_logo-5.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/577411fe2de39fb074c865c5/57744a09724f563d3bbdd81d_logo-5.png	(from http://rs-resume-template.webflow.io/)
18:18:59	8013/8013	---M--	200	added ('OK')	image/png	etag:%22c2fee634d3939f8be3b5567783d86bb0%22	https://assets.website-files.com/577411fe2de39fb074c865c5/577449fc68c0c2b60e611854_logo-2.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/577411fe2de39fb074c865c5/577449fc68c0c2b60e611854_logo-2.png	(from http://rs-resume-template.webflow.io/)
18:18:59	88145/88145	---M--	200	added ('OK')	application/javascript	etag:%22220afd743d9e9643852e31a135a9f3ae%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	C:/My%20Web%20Sites/cv%20portfoli/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	(from http://rs-resume-template.webflow.io/)
18:19:00	173743/173743	---M-Z	200	added ('OK')	text/javascript	etag:%223e178a0044bc6965d72c23ef6999ebf8%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/js/webflow.9d2275880.js	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/js/webflow.9d2275880.js	(from http://rs-resume-template.webflow.io/)
18:19:00	581/581	---M--	200	added ('OK')	image/png	etag:%22a789412c54beb725cbd6cea3faf3afd6%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1c62daa894b44a70ec6_fa-facebook_100_0_7c7c7c_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1c62daa894b44a70ec6_fa-facebook_100_0_7c7c7c_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:00	1543/1543	---M--	200	added ('OK')	image/png	etag:%2270c7bfb692167c50a00c3cd67434eb97%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1dfb7bd022c44fb6cc2_fa-twitter_100_0_7c7c7c_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1dfb7bd022c44fb6cc2_fa-twitter_100_0_7c7c7c_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:00	1581/1581	---M--	200	added ('OK')	image/png	etag:%2240194282bb0119de61b3ae869a7cbff1%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1f2b7bd022c44fb6cc6_fa-behance_100_0_7c7c7c_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f1f2b7bd022c44fb6cc6_fa-behance_100_0_7c7c7c_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:00	1916/1916	---M--	200	added ('OK')	image/png	etag:%22aafa816d661106c0cf3f667c96b81539%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f20bc8d072ad1d60f06d_fa-pinterest-p_100_0_7c7c7c_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f20bc8d072ad1d60f06d_fa-pinterest-p_100_0_7c7c7c_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:01	1598/1598	---M--	200	added ('OK')	image/png	etag:%22acb9777c3cb2ea525043af3ca0e74885%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f6692de39fb074c8107c_fa-instagram_100_0_7c7c7c_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f6692de39fb074c8107c_fa-instagram_100_0_7c7c7c_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:01	1192/1192	---M--	200	added ('OK')	image/png	etag:%22d9ff4a15df71facbd3138a0450dad601%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f44c2daa894b44a71722_mfg-labs-iconset_2014-07-29_user_male_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f44c2daa894b44a71722_mfg-labs-iconset_2014-07-29_user_male_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:01	1579/1579	---M--	200	added ('OK')	image/png	etag:%221af78d0b7f4282c89e892381b03ed421%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5c8c8d072ad1d60f8a4_font-awesome_4-6-3_camera_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5c8c8d072ad1d60f8a4_font-awesome_4-6-3_camera_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:01	842/842	---M--	200	added ('OK')	image/png	etag:%22bf2116a45e82af4be610dfc4bcbce84d%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5b0c8d072ad1d60f89c_font-awesome_4-6-3_pencil_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5b0c8d072ad1d60f89c_font-awesome_4-6-3_pencil_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:02	1272/1272	---M--	200	added ('OK')	image/png	etag:%2250aada01e69efcf65f3b5af64685e016%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5982de39fb074c80c55_font-awesome_4-6-3_phone_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5773f5982de39fb074c80c55_font-awesome_4-6-3_phone_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:02	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	C:/My%20Web%20Sites/cv%20portfoli/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:02	1723/1723	---M--	200	added ('OK')	image/png	etag:%22e2f5026455f2eb289234ee92dd5f701e%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774441952b43cbe65574f25_font-awesome_4-6-3_search_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774441952b43cbe65574f25_font-awesome_4-6-3_search_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:02	595/595	---M--	200	added ('OK')	image/png	etag:%22ffd7388948ef81e5f30e8766fcfb42ba%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774450c68c0c2b60e6111c8_font-awesome_4-6-3_mobile-phone_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774450c68c0c2b60e6111c8_font-awesome_4-6-3_mobile-phone_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:02	621/621	---M--	200	added ('OK')	image/png	etag:%22fc5b61686df9f70557124f73b448393a%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/577445aa52306a5a3bee778a_font-awesome_4-6-3_laptop_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/577445aa52306a5a3bee778a_font-awesome_4-6-3_laptop_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:03	1494/1494	---M--	200	added ('OK')	image/png	etag:%228dd4044c71e6d790a75a08264aa2aa33%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774459752306a5a3bee76f0_font-awesome_4-6-3_camera-retro_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774459752306a5a3bee76f0_font-awesome_4-6-3_camera-retro_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:03	1419/1419	---M--	200	added ('OK')	image/png	etag:%221ec12fbf878fd0d7ef7b84e0abf32d79%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774460ffa8c07fb6597e1c8_font-awesome_4-6-3_rocket_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774460ffa8c07fb6597e1c8_font-awesome_4-6-3_rocket_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:03	1576/1576	---M--	200	added ('OK')	image/png	etag:%22356f65570758ecf451251b88cc0a2b54%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744624fa8c07fb6597e21e_font-awesome_4-6-3_trophy_100_0_272727_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744624fa8c07fb6597e21e_font-awesome_4-6-3_trophy_100_0_272727_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:03	1404/1404	---M--	200	added ('OK')	image/png	etag:%22fe198154df5ee566662c02646685e020%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774475f724f563d3bbdd2be_font-awesome_4-6-3_cloud-download_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774475f724f563d3bbdd2be_font-awesome_4-6-3_cloud-download_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:04	1096/1096	---M--	200	added ('OK')	image/png	etag:%2248725514456b7a48f19523d841a85cb7%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/577bf28d1a78df73570ecede_font-awesome_4-6-3_mail-reply_100_0_ffffff_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/577bf28d1a78df73570ecede_font-awesome_4-6-3_mail-reply_100_0_ffffff_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:04	1527/1527	---M--	200	added ('OK')	image/png	etag:%2277761c3045c4431cf2206bcd87a68a47%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57745078d68439334aea9813_font-awesome_4-6-3_map-marker_100_0_b4b4b4_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57745078d68439334aea9813_font-awesome_4-6-3_map-marker_100_0_b4b4b4_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:05	1272/1272	---M--	200	added ('OK')	image/png	etag:%223d9b322ce8c0389bdfdae8567c2ac75e%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/577450f1d68439334aea9857_font-awesome_4-6-3_phone_100_0_b4b4b4_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/577450f1d68439334aea9857_font-awesome_4-6-3_phone_100_0_b4b4b4_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:05	1389/1389	---M--	200	added ('OK')	image/png	etag:%22b2e30b3d594993b90eb9cc66e1ff9fb5%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/5774510ce007c4ac785828b1_font-awesome_4-6-3_envelope_100_0_b4b4b4_none.png	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/5774510ce007c4ac785828b1_font-awesome_4-6-3_envelope_100_0_b4b4b4_none.png	(from https://assets.website-files.com/5772807aa9eb66b44fbfd286/css/rs-resume-template.webflow.3ce42d9f8.css)
18:19:06	121918/121918	---M--	200	added ('OK')	image/jpeg	etag:%22558f9c4b975cb062eb1eb1daca47bcb9%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744be7724f563d3bbddb0f_portfolio-5.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744be7724f563d3bbddb0f_portfolio-5.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:06	35433/35433	---M--	200	added ('OK')	image/jpeg	etag:%22593387a63dedc452b9fe6d387e1f91a8%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744e01d68439334aea93ab_portfolio-8.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744e01d68439334aea93ab_portfolio-8.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:07	35500/35500	---M--	200	added ('OK')	image/jpeg	etag:%22b6da4c60883cde88f892c421a40ae83f%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744e3dd68439334aea93b5_portfolio-6.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744e3dd68439334aea93b5_portfolio-6.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:07	187948/187948	---M--	200	added ('OK')	image/jpeg	etag:%223b805c73bfd03f19c9a0587ad3d72d26%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744e7e20e50a91786e6d1c_portfolio-4.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744e7e20e50a91786e6d1c_portfolio-4.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:08	92356/92356	---M--	200	added ('OK')	image/jpeg	etag:%22e9adefc4e8e49cac9fded742781ddbe2%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744eb9e1b1c78e226df08e_portfolio-3.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744eb9e1b1c78e226df08e_portfolio-3.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:09	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2029%20Dec%202019%2017:19:08%20GMT	http://rs-resume-template.webflow.io/post/longboard-truck-wheels-close-up	C:/My%20Web%20Sites/cv%20portfoli/rs-resume-template.webflow.io/post/longboard-truck-wheels-close-up	(from http://rs-resume-template.webflow.io/blog)
18:19:09	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2029%20Dec%202019%2017:19:08%20GMT	http://rs-resume-template.webflow.io/%22https://assets.website-files.com/577411fe2de39fb074c865c5/577535633654d2b7708a8d41_blog-preview-10.jpg%22	C:/My%20Web%20Sites/cv%20portfoli/rs-resume-template.webflow.io/_https_/assets.website-files.com/577411fe2de39fb074c865c5/577535633654d2b7708a8d41_blog-preview-10.jpg_	(from http://rs-resume-template.webflow.io/blog)
18:19:10	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2029%20Dec%202019%2017:19:08%20GMT	http://rs-resume-template.webflow.io/post/mans-hand-is-trying-to-reach-the-sun	C:/My%20Web%20Sites/cv%20portfoli/rs-resume-template.webflow.io/post/mans-hand-is-trying-to-reach-the-sun	(from http://rs-resume-template.webflow.io/blog)
18:19:10	64002/64002	---M--	200	added ('OK')	image/jpeg	etag:%225c03b5e3759e0bdca5f6638d45be65d0%22	https://assets.website-files.com/5772807aa9eb66b44fbfd286/57744ecce007c4ac785824c4_portfolio-7.jpg	C:/My%20Web%20Sites/cv%20portfoli/assets.website-files.com/5772807aa9eb66b44fbfd286/57744ecce007c4ac785824c4_portfolio-7.jpg	(from http://rs-resume-template.webflow.io/portfolio)
18:19:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2029%20Dec%202019%2017:19:09%20GMT	http://rs-resume-template.webflow.io/%22https://assets.website-files.com/577411fe2de39fb074c865c5/5775353ddb2e3be04741af6f_blog-preview-2.jpg%22	C:/My%20Web%20Sites/cv%20portfoli/rs-resume-template.webflow.io/_https_/assets.website-files.com/577411fe2de39fb074c865c5/5775353ddb2e3be04741af6f_blog-preview-2.jpg_	(from http://rs-resume-template.webflow.io/blog)
18:19:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2029%20Dec%202019%2017:19:10%20GMT	http://rs-resume-template.webflow.io/post/fresh-and-yummy-smoothie-with-strawberries-bananas	C:/My%20Web%20Sites/cv%20portfoli/rs-resume-template.webflow.io/post/fresh-and-yummy-smoothie-with-strawberries-bananas	(from http://rs-resume-template.webflow.io/blog)
